Timestamp,Voltage_mV
2024-11-05  00:22:55,-4.0659359402839e-08
2024-11-05  00:39:35,-4.94876450106505e-08
2024-11-05  00:56:15,-5.83159306184619e-08
2024-11-05  01:12:55,-6.71442162262734e-08
2024-11-05  01:29:35,1.71597556274629e-08
2024-11-05  01:46:15,8.33147001965146e-09
2024-11-05  02:02:55,-4.9681558816002e-10
2024-11-05  02:19:35,-9.3251011959715e-09
2024-11-05  02:36:15,-1.8153386803783e-08
2024-11-05  02:52:55,-2.69816724115945e-08
2024-11-05  03:09:35,-3.58099580194059e-08
2024-11-05  03:26:15,-4.46382436272174e-08
2024-11-05  03:42:55,-5.34665292350289e-08
2024-11-05  03:59:35,-6.22948148428404e-08
2024-11-05  04:16:15,-7.11231004506519e-08
2024-11-05  04:32:55,1.31808714030845e-08
2024-11-05  04:49:35,4.35258579527302e-09
2024-11-05  05:06:15,-4.47569981253846e-09
2024-11-05  05:22:55,-1.33039854203499e-08
2024-11-05  05:39:35,-2.21322710281614e-08
2024-11-05  05:56:15,-3.09605566359729e-08
2024-11-05  06:12:55,-3.97888422437844e-08
2024-11-05  06:29:35,-4.86171278515959e-08
2024-11-05  06:46:15,-5.74454134594073e-08
2024-11-05  07:02:55,-6.62736990672188e-08
2024-11-05  07:19:35,1.80302727865175e-08
2024-11-05  07:36:15,9.20198717870607e-09
2024-11-05  07:52:55,3.73701570894585e-10
2024-11-05  08:09:35,-8.4545840369169e-09
2024-11-05  08:26:15,-1.72828696447284e-08
2024-11-05  08:42:55,-2.61111552525399e-08
2024-11-05  08:59:35,-3.49394408603513e-08
2024-11-05  09:16:15,-4.37677264681628e-08
2024-11-05  09:32:55,-5.25960120759743e-08
2024-11-05  09:49:35,-6.14242976837858e-08
2024-11-05  10:06:15,-7.02525832915973e-08
2024-11-05  10:22:55,1.40513885621391e-08
2024-11-05  10:39:35,5.22310295432763e-09
2024-11-05  10:56:15,-3.60518265348385e-09
2024-11-05  11:12:55,-1.24334682612953e-08
2024-11-05  11:29:35,-2.12617538691068e-08
2024-11-05  11:46:15,-3.00900394769183e-08
2024-11-05  12:02:55,-3.89183250847298e-08
2024-11-05  12:19:35,-4.77466106925413e-08
2024-11-05  12:36:15,-5.65748963003527e-08
2024-11-05  12:52:55,-6.54031819081642e-08
2024-11-05  13:09:35,-7.42314675159757e-08
2024-11-05  13:26:15,-8.30597531237872e-08
2024-11-05  13:42:55,-9.18880387315987e-08
2024-11-05  13:59:35,-1.0071632433941e-07
2024-11-05  14:16:15,-1.09544609947222e-07
2024-11-05  14:32:55,-1.18372895555033e-07
2024-11-05  14:49:35,-1.27201181162845e-07
2024-11-05  15:06:15,5.02350481524396e-08
2024-11-05  15:22:55,4.14067625446282e-08
2024-11-05  15:39:35,3.25784769368167e-08
2024-11-05  15:56:15,2.37501913290052e-08
2024-11-05  16:12:55,1.49219057211937e-08
2024-11-05  16:29:35,6.09362011338223e-09
2024-11-05  16:46:15,-2.73466549442925e-09
2024-11-05  17:02:55,-1.15629511022407e-08
2024-11-05  17:19:35,-2.03912367100522e-08
2024-11-05  17:36:15,-2.92195223178637e-08
2024-11-05  17:52:55,-3.80478079256752e-08
2024-11-05  18:09:35,-4.68760935334867e-08
2024-11-05  18:26:15,-5.57043791412981e-08
2024-11-05  18:42:55,-6.45326647491096e-08
2024-11-05  18:59:35,-7.33609503569211e-08
2024-11-05  19:16:15,-8.21892359647326e-08
2024-11-05  19:32:55,-9.10175215725441e-08
2024-11-05  19:49:35,-9.98458071803555e-08
2024-11-05  20:06:15,-1.08674092788167e-07
2024-11-05  20:22:55,-1.17502378395978e-07
2024-11-05  20:39:35,-1.2633066400379e-07
2024-11-05  20:56:15,5.11055653114942e-08
2024-11-05  21:12:55,4.22772797036828e-08
2024-11-05  21:29:35,3.34489940958713e-08
2024-11-05  21:46:15,2.46207084880598e-08
2024-11-05  22:02:55,1.57924228802483e-08
2024-11-05  22:19:35,6.96413727243684e-09
2024-11-05  22:36:15,-1.86414833537464e-09
2024-11-05  22:52:55,-1.06924339431861e-08
2024-11-05  23:09:35,-1.95207195509976e-08
2024-11-05  23:26:15,-2.83490051588091e-08
2024-11-05  23:42:55,-3.71772907666206e-08
2024-11-05  23:59:35,-4.6005576374432e-08
2024-11-06  00:16:15,-5.48338619822435e-08
2024-11-06  00:32:55,-6.3662147590055e-08
2024-11-06  00:49:35,-7.24904331978665e-08
2024-11-06  01:06:15,-8.1318718805678e-08
2024-11-06  01:22:55,-9.01470044134895e-08
2024-11-06  01:39:35,-9.89752900213009e-08
2024-11-06  01:56:15,-1.07803575629112e-07
2024-11-06  02:12:55,-1.16631861236924e-07
2024-11-06  02:29:35,-1.25460146844735e-07
2024-11-06  02:46:15,-1.34288432452547e-07
2024-11-06  03:02:55,4.31477968627374e-08
2024-11-06  03:19:35,3.43195112549259e-08
2024-11-06  03:36:15,2.54912256471144e-08
2024-11-06  03:52:55,1.66629400393029e-08
2024-11-06  04:09:35,7.83465443149144e-09
2024-11-06  04:26:15,-9.93631176320039e-10
2024-11-06  04:42:55,-9.82191678413152e-09
2024-11-06  04:59:35,-1.8650202391943e-08
2024-11-06  05:16:15,-2.74784879997545e-08
2024-11-06  05:32:55,-3.6306773607566e-08
2024-11-06  05:49:35,-4.51350592153774e-08
2024-11-06  06:06:15,-5.39633448231889e-08
2024-11-06  06:22:55,-6.27916304310004e-08
2024-11-06  06:39:35,-7.16199160388119e-08
2024-11-06  06:56:15,-8.04482016466234e-08
2024-11-06  07:12:55,-8.92764872544348e-08
2024-11-06  07:29:35,-9.81047728622463e-08
2024-11-06  07:46:15,-1.06933058470058e-07
2024-11-06  08:02:55,-1.15761344077869e-07
2024-11-06  08:19:35,-1.24589629685681e-07
2024-11-06  08:36:15,-1.33417915293492e-07
2024-11-06  08:52:55,-1.42246200901304e-07
2024-11-06  09:09:35,3.51900284139805e-08
2024-11-06  09:26:15,2.6361742806169e-08
2024-11-06  09:42:55,1.75334571983575e-08
2024-11-06  09:59:35,8.70517159054605e-09
2024-11-06  10:16:15,-1.23114017265435e-10
2024-11-06  10:32:55,-8.95139962507692e-09
2024-11-06  10:49:35,-1.77796852328884e-08
2024-11-06  11:06:15,-2.66079708406999e-08
2024-11-06  11:22:55,-3.54362564485114e-08
2024-11-06  11:39:35,-4.42645420563228e-08
2024-11-06  11:56:15,-5.30928276641343e-08
2024-11-06  12:12:55,-6.19211132719458e-08
2024-11-06  12:29:35,-7.07493988797573e-08
2024-11-06  12:46:15,-7.95776844875688e-08
2024-11-06  13:02:55,-8.84059700953803e-08
2024-11-06  13:19:35,-9.72342557031917e-08
2024-11-06  13:36:15,-1.06062541311003e-07
2024-11-06  13:52:55,-1.14890826918815e-07
2024-11-06  14:09:35,-1.23719112526626e-07
2024-11-06  14:26:15,-1.32547398134438e-07
2024-11-06  14:42:55,-1.41375683742249e-07
2024-11-06  14:59:35,3.60605455730351e-08
2024-11-06  15:16:15,2.72322599652236e-08
2024-11-06  15:32:55,1.84039743574121e-08
2024-11-06  15:49:35,9.57568874960065e-09
2024-11-06  16:06:15,7.4740314178917e-10
2024-11-06  16:22:55,-8.08088246602231e-09
2024-11-06  16:39:35,-1.69091680738338e-08
2024-11-06  16:56:15,-2.57374536816453e-08
2024-11-06  17:12:55,-3.45657392894568e-08
2024-11-06  17:29:35,-4.33940248972682e-08
2024-11-06  17:46:15,-5.22223105050797e-08
2024-11-06  18:02:55,-6.10505961128912e-08
2024-11-06  18:19:35,-6.98788817207027e-08
2024-11-06  18:36:15,-7.87071673285142e-08
2024-11-06  18:52:55,-8.75354529363256e-08
2024-11-06  19:09:35,-9.63637385441371e-08
2024-11-06  19:26:15,-1.05192024151949e-07
2024-11-06  19:42:55,-1.1402030975976e-07
2024-11-06  19:59:35,-1.22848595367572e-07
2024-11-06  20:16:15,-1.31676880975383e-07
2024-11-06  20:32:55,-1.40505166583195e-07
2024-11-06  20:49:35,-1.49333452191006e-07
2024-11-06  21:06:15,2.81027771242782e-08
2024-11-06  21:22:55,1.92744915164667e-08
2024-11-06  21:39:35,1.04462059086553e-08
2024-11-06  21:56:15,1.61792030084377e-09
2024-11-06  22:12:55,-7.21036530696771e-09
2024-11-06  22:29:35,-1.60386509147792e-08
2024-11-06  22:46:15,-2.48669365225907e-08
2024-11-06  23:02:55,-3.36952221304021e-08
2024-11-06  23:19:35,-4.25235077382136e-08
2024-11-06  23:36:15,-5.13517933460251e-08
2024-11-06  23:52:55,-6.01800789538366e-08
2024-11-07  00:09:35,-6.90083645616481e-08
2024-11-07  00:26:15,-7.78366501694596e-08
2024-11-07  00:42:55,-8.6664935777271e-08
2024-11-07  00:59:35,-9.54932213850825e-08
2024-11-07  01:16:15,-1.04321506992894e-07
2024-11-07  01:32:55,-1.13149792600705e-07
2024-11-07  01:49:35,-1.21978078208517e-07
2024-11-07  02:06:15,-1.30806363816328e-07
2024-11-07  02:22:55,4.66298654989558e-08
2024-11-07  02:39:35,-1.48462935031951e-07
2024-11-07  02:56:15,2.89732942833328e-08
2024-11-07  03:12:55,-1.66119506247574e-07
2024-11-07  03:29:35,1.13167230677099e-08
2024-11-07  03:46:15,-1.83776077463197e-07
2024-11-07  04:02:55,-6.3398481479131e-09
2024-11-07  04:19:35,-2.0143264867882e-07
2024-11-07  04:36:15,-2.39964193635361e-08
2024-11-07  04:52:55,-2.19089219894443e-07
2024-11-07  05:09:35,-4.1652990579159e-08
2024-11-07  05:26:15,-2.36745791110066e-07
2024-11-07  05:42:55,-5.9309561794782e-08
2024-11-07  05:59:35,-2.54402362325689e-07
2024-11-07  06:16:15,-7.69661330104049e-08
2024-11-07  06:32:55,1.00470096304879e-07
2024-11-07  06:49:35,-9.46227042260279e-08
2024-11-07  07:06:15,8.28135250892563e-08
2024-11-07  07:22:55,-1.12279275441651e-07
2024-11-07  07:39:35,6.51569538736333e-08
2024-11-07  07:56:15,-1.29935846657274e-07
2024-11-07  08:12:55,4.75003826580104e-08
2024-11-07  08:29:35,-1.47592417872897e-07
2024-11-07  08:46:15,2.98438114423874e-08
2024-11-07  09:02:55,-1.6524898908852e-07
2024-11-07  09:19:35,1.21872402267645e-08
2024-11-07  09:36:15,-1.82905560304143e-07
2024-11-07  09:52:55,-5.4693309888585e-09
2024-11-07  10:09:35,-2.00562131519766e-07
2024-11-07  10:26:15,-2.31259022044815e-08
2024-11-07  10:42:55,-2.18218702735389e-07
2024-11-07  10:59:35,-4.07824734201044e-08
2024-11-07  11:16:15,-2.35875273951012e-07
2024-11-07  11:32:55,-5.84390446357274e-08
2024-11-07  11:49:35,-2.53531845166635e-07
2024-11-07  12:06:15,-7.60956158513503e-08
2024-11-07  12:22:55,1.01340613463934e-07
2024-11-07  12:39:35,-9.37521870669733e-08
2024-11-07  12:56:15,8.36840422483109e-08
2024-11-07  13:12:55,-1.11408758282596e-07
2024-11-07  13:29:35,6.6027471032688e-08
2024-11-07  13:46:15,-1.29065329498219e-07
2024-11-07  14:02:55,4.8370899817065e-08
2024-11-07  14:19:35,-1.46721900713842e-07
2024-11-07  14:36:15,3.0714328601442e-08
2024-11-07  14:52:55,-1.64378471929465e-07
2024-11-07  15:09:35,1.30577573858191e-08
2024-11-07  15:26:15,-1.82035043145088e-07
2024-11-07  15:42:55,-4.59881382980389e-09
2024-11-07  15:59:35,-1.99691614360711e-07
2024-11-07  16:16:15,-2.22553850454269e-08
2024-11-07  16:32:55,-2.17348185576334e-07
2024-11-07  16:49:35,-3.99119562610498e-08
2024-11-07  17:06:15,-2.35004756791957e-07
2024-11-07  17:22:55,-5.75685274766728e-08
2024-11-07  17:39:35,-2.5266132800758e-07
2024-11-07  17:56:15,-7.52250986922957e-08
2024-11-07  18:12:55,1.02211130622988e-07
2024-11-07  18:29:35,-9.28816699079187e-08
2024-11-07  18:46:15,8.45545594073655e-08
2024-11-07  19:02:55,-1.10538241123542e-07
2024-11-07  19:19:35,6.68979881917426e-08
2024-11-07  19:36:15,-1.28194812339165e-07
2024-11-07  19:52:55,4.92414169761196e-08
2024-11-07  20:09:35,-1.45851383554788e-07
2024-11-07  20:26:15,3.15848457604966e-08
2024-11-07  20:42:55,-1.63507954770411e-07
2024-11-07  20:59:35,1.39282745448737e-08
2024-11-07  21:16:15,-1.81164525986034e-07
2024-11-07  21:32:55,-3.72829667074929e-09
2024-11-07  21:49:35,-1.98821097201656e-07
2024-11-07  22:06:15,-2.13848678863723e-08
2024-11-07  22:22:55,-2.16477668417279e-07
2024-11-07  22:39:35,-3.90414391019952e-08
2024-11-07  22:56:15,-2.34134239632902e-07
2024-11-07  23:12:55,-5.66980103176182e-08
2024-11-07  23:29:35,-2.51790810848525e-07
2024-11-07  23:46:15,-7.43545815332411e-08
2024-11-08  00:02:55,-2.69447382064148e-07
2024-11-08  00:19:35,-9.20111527488641e-08
2024-11-08  00:36:15,8.54250765664201e-08
2024-11-08  00:52:55,-1.09667723964487e-07
2024-11-08  01:09:35,6.77685053507972e-08
2024-11-08  01:26:15,-1.2732429518011e-07
2024-11-08  01:42:55,5.01119341351742e-08
2024-11-08  01:59:35,-1.44980866395733e-07
2024-11-08  02:16:15,3.24553629195512e-08
2024-11-08  02:32:55,-1.62637437611356e-07
2024-11-08  02:49:35,1.47987917039283e-08
2024-11-08  03:06:15,-1.80294008826979e-07
2024-11-08  03:22:55,-2.85777951169468e-09
2024-11-08  03:39:35,-1.97950580042602e-07
2024-11-08  03:56:15,-2.05143507273176e-08
2024-11-08  04:12:55,-2.15607151258225e-07
2024-11-08  04:29:35,-3.81709219429406e-08
2024-11-08  04:46:15,-2.33263722473848e-07
2024-11-08  05:02:55,-5.58274931585636e-08
2024-11-08  05:19:35,-2.50920293689471e-07
2024-11-08  05:36:15,-7.34840643741865e-08
2024-11-08  05:52:55,-2.68576864905094e-07
2024-11-08  06:09:35,-9.11406355898095e-08
2024-11-08  06:26:15,8.62955937254747e-08
2024-11-08  06:42:55,-1.08797206805432e-07
2024-11-08  06:59:35,6.86390225098518e-08
2024-11-08  07:16:15,-1.26453778021055e-07
2024-11-08  07:32:55,5.09824512942288e-08
2024-11-08  07:49:35,-1.44110349236678e-07
2024-11-08  08:06:15,3.33258800786058e-08
2024-11-08  08:22:55,-1.61766920452301e-07
2024-11-08  08:39:35,1.56693088629829e-08
2024-11-08  08:56:15,-1.79423491667924e-07
2024-11-08  09:12:55,-1.98726235264008e-09
2024-11-08  09:29:35,-1.97080062883547e-07
2024-11-08  09:46:15,-1.9643833568263e-08
2024-11-08  10:02:55,-2.1473663409917e-07
2024-11-08  10:19:35,-3.7300404783886e-08
2024-11-08  10:36:15,-2.32393205314793e-07
2024-11-08  10:52:55,-5.4956975999509e-08
2024-11-08  11:09:35,-2.50049776530416e-07
2024-11-08  11:26:15,-7.26135472151319e-08
2024-11-08  11:42:55,-2.67706347746039e-07
2024-11-08  11:59:35,-9.02701184307549e-08
2024-11-08  12:16:15,8.71661108845293e-08
2024-11-08  12:32:55,-1.07926689646378e-07
2024-11-08  12:49:35,6.95095396689064e-08
2024-11-08  13:06:15,-1.25583260862001e-07
2024-11-08  13:22:55,5.18529684532834e-08
2024-11-08  13:39:35,-1.43239832077624e-07
2024-11-08  13:56:15,3.41963972376604e-08
2024-11-08  14:12:55,-1.60896403293247e-07
2024-11-08  14:29:35,1.65398260220375e-08
2024-11-08  14:46:15,-1.7855297450887e-07
2024-11-08  15:02:55,-1.11674519358547e-09
2024-11-08  15:19:35,-1.96209545724493e-07
2024-11-08  15:36:15,-1.87733164092084e-08
2024-11-08  15:52:55,-2.13866116940116e-07
2024-11-08  16:09:35,-3.64298876248314e-08
2024-11-08  16:26:15,-2.31522688155739e-07
2024-11-08  16:42:55,-5.40864588404544e-08
2024-11-08  16:59:35,-2.49179259371362e-07
2024-11-08  17:16:15,-7.17430300560773e-08
2024-11-08  17:32:55,-2.66835830586985e-07
2024-11-08  17:49:35,-8.93996012717003e-08
2024-11-08  18:06:15,-2.84492401802608e-07
2024-11-08  18:22:55,-1.07056172487323e-07
2024-11-08  18:39:35,7.0380056827961e-08
2024-11-08  18:56:15,-1.24712743702946e-07
2024-11-08  19:12:55,5.2723485612338e-08
2024-11-08  19:29:35,-1.42369314918569e-07
2024-11-08  19:46:15,3.50669143967151e-08
2024-11-08  20:02:55,-1.60025886134192e-07
2024-11-08  20:19:35,1.74103431810921e-08
2024-11-08  20:36:15,-1.77682457349815e-07
2024-11-08  20:52:55,-2.46228034530869e-10
2024-11-08  21:09:35,-1.95339028565438e-07
2024-11-08  21:26:15,-1.79027992501538e-08
2024-11-08  21:42:55,-2.12995599781061e-07
2024-11-08  21:59:35,-3.55593704657768e-08
2024-11-08  22:16:15,-2.30652170996684e-07
2024-11-08  22:32:55,-5.32159416813997e-08
2024-11-08  22:49:35,-2.48308742212307e-07
2024-11-08  23:06:15,-7.08725128970227e-08
2024-11-08  23:22:55,-2.6596531342793e-07
2024-11-08  23:39:35,-8.85290841126457e-08
2024-11-08  23:56:15,-2.83621884643553e-07
2024-11-09  00:12:55,-1.06185655328269e-07
2024-11-09  00:29:35,7.12505739870156e-08
2024-11-09  00:46:15,-1.23842226543892e-07
2024-11-09  01:02:55,5.35940027713926e-08
2024-11-09  01:19:35,-1.41498797759515e-07
2024-11-09  01:36:15,3.59374315557697e-08
2024-11-09  01:52:55,-1.59155368975138e-07
2024-11-09  02:09:35,1.82808603401467e-08
2024-11-09  02:26:15,-1.76811940190761e-07
2024-11-09  02:42:55,6.24289124523735e-10
2024-11-09  02:59:35,-1.94468511406383e-07
2024-11-09  03:16:15,-1.70322820910992e-08
2024-11-09  03:32:55,-2.12125082622006e-07
2024-11-09  03:49:35,-3.46888533067222e-08
2024-11-09  04:06:15,-2.29781653837629e-07
2024-11-09  04:22:55,-5.23454245223452e-08
2024-11-09  04:39:35,-2.47438225053252e-07
2024-11-09  04:56:15,-7.00019957379681e-08
2024-11-09  05:12:55,-2.65094796268875e-07
2024-11-09  05:29:35,-8.76585669535911e-08
2024-11-09  05:46:15,-2.82751367484498e-07
2024-11-09  06:02:55,-1.05315138169214e-07
2024-11-09  06:19:35,7.21210911460702e-08
2024-11-09  06:36:15,-1.22971709384837e-07
2024-11-09  06:52:55,5.44645199304472e-08
2024-11-09  07:09:35,-1.4062828060046e-07
2024-11-09  07:26:15,3.68079487148243e-08
2024-11-09  07:42:55,-1.58284851816083e-07
2024-11-09  07:59:35,1.91513774992013e-08
2024-11-09  08:16:15,-1.75941423031706e-07
2024-11-09  08:32:55,1.49480628357834e-09
2024-11-09  08:49:35,-1.93597994247329e-07
2024-11-09  09:06:15,-1.61617649320446e-08
2024-11-09  09:22:55,-2.11254565462952e-07
2024-11-09  09:39:35,-3.38183361476676e-08
2024-11-09  09:56:15,-2.28911136678575e-07
2024-11-09  10:12:55,-5.14749073632905e-08
2024-11-09  10:29:35,-2.46567707894198e-07
2024-11-09  10:46:15,-6.91314785789135e-08
2024-11-09  11:02:55,-2.64224279109821e-07
2024-11-09  11:19:35,-8.67880497945365e-08
2024-11-09  11:36:15,-2.81880850325444e-07
2024-11-09  11:52:55,-1.04444621010159e-07
2024-11-09  12:09:35,-2.99537421541067e-07
2024-11-09  12:26:15,-1.22101192225782e-07
2024-11-09  12:42:55,5.53350370895018e-08
2024-11-09  12:59:35,-1.39757763441405e-07
2024-11-09  13:16:15,3.76784658738789e-08
2024-11-09  13:32:55,-1.57414334657028e-07
2024-11-09  13:49:35,2.00218946582559e-08
2024-11-09  14:06:15,-1.75070905872651e-07
2024-11-09  14:22:55,2.36532344263294e-09
2024-11-09  14:39:35,-1.92727477088274e-07
2024-11-09  14:56:15,-1.529124777299e-08
2024-11-09  15:12:55,-2.10384048303897e-07
2024-11-09  15:29:35,-3.2947818988613e-08
2024-11-09  15:46:15,-2.2804061951952e-07
2024-11-09  16:02:55,-5.06043902042359e-08
2024-11-09  16:19:35,-2.45697190735143e-07
2024-11-09  16:36:15,-6.82609614198589e-08
2024-11-09  16:52:55,-2.63353761950766e-07
2024-11-09  17:09:35,-8.59175326354819e-08
2024-11-09  17:26:15,-2.81010333166389e-07
2024-11-09  17:42:55,-1.03574103851105e-07
2024-11-09  17:59:35,-2.98666904382012e-07
2024-11-09  18:16:15,-1.21230675066728e-07
2024-11-09  18:32:55,5.62055542485564e-08
2024-11-09  18:49:35,-1.38887246282351e-07
2024-11-09  19:06:15,3.85489830329335e-08
2024-11-09  19:22:55,-1.56543817497974e-07
2024-11-09  19:39:35,2.08924118173105e-08
2024-11-09  19:56:15,-1.74200388713597e-07
2024-11-09  20:12:55,3.23584060168755e-09
2024-11-09  20:29:35,-1.9185695992922e-07
2024-11-09  20:46:15,-1.44207306139354e-08
2024-11-09  21:02:55,-2.09513531144843e-07
2024-11-09  21:19:35,-3.20773018295584e-08
2024-11-09  21:36:15,-2.27170102360466e-07
2024-11-09  21:52:55,-4.97338730451813e-08
2024-11-09  22:09:35,-2.44826673576089e-07
2024-11-09  22:26:15,-6.73904442608043e-08
2024-11-09  22:42:55,-2.62483244791711e-07
2024-11-09  22:59:35,-8.50470154764273e-08
2024-11-09  23:16:15,-2.80139816007334e-07
2024-11-09  23:32:55,-1.0270358669205e-07
2024-11-09  23:49:35,-2.97796387222957e-07
2024-11-10  00:06:15,-1.20360157907673e-07
2024-11-10  00:22:55,5.7076071407611e-08
2024-11-10  00:39:35,-1.38016729123296e-07
2024-11-10  00:56:15,3.94195001919881e-08
2024-11-10  01:12:55,-1.55673300338919e-07
2024-11-10  01:29:35,2.17629289763651e-08
2024-11-10  01:46:15,-1.73329871554542e-07
2024-11-10  02:02:55,4.10635776074215e-09
2024-11-10  02:19:35,-1.90986442770165e-07
2024-11-10  02:36:15,-1.35502134548808e-08
2024-11-10  02:52:55,-2.08643013985788e-07
2024-11-10  03:09:35,-3.12067846705038e-08
2024-11-10  03:26:15,-2.26299585201411e-07
2024-11-10  03:42:55,-4.88633558861267e-08
2024-11-10  03:59:35,-2.43956156417034e-07
2024-11-10  04:16:15,-6.65199271017497e-08
2024-11-10  04:32:55,-2.61612727632657e-07
2024-11-10  04:49:35,-4.56705528163564e-07
2024-11-10  05:06:15,9.32597309979116e-08
2024-11-10  05:22:55,-1.01833069532996e-07
2024-11-10  05:39:35,-2.96925870063903e-07
2024-11-10  05:56:15,-4.9201867059481e-07
2024-11-10  06:12:55,5.79465885666656e-08
2024-11-10  06:29:35,-1.37146211964242e-07
2024-11-10  06:46:15,-3.32239012495149e-07
2024-11-10  07:02:55,2.17726246666327e-07
2024-11-10  07:19:35,2.26334461354197e-08
2024-11-10  07:36:15,-1.72459354395487e-07
2024-11-10  07:52:55,-3.67552154926395e-07
2024-11-10  08:09:35,1.82413104235081e-07
2024-11-10  08:26:15,-1.26796962958262e-08
2024-11-10  08:42:55,-2.07772496826733e-07
2024-11-10  08:59:35,-4.02865297357641e-07
2024-11-10  09:16:15,1.47099961803835e-07
2024-11-10  09:32:55,-4.79928387270721e-08
2024-11-10  09:49:35,-2.43085639257979e-07
2024-11-10  10:06:15,-4.38178439788886e-07
2024-11-10  10:22:55,1.11786819372589e-07
2024-11-10  10:39:35,-8.3305981158318e-08
2024-11-10  10:56:15,-2.78398781689225e-07
2024-11-10  11:12:55,-4.73491582220132e-07
2024-11-10  11:29:35,7.64736769413432e-08
2024-11-10  11:46:15,-1.18619123589564e-07
2024-11-10  12:02:55,-3.13711924120471e-07
